rank,percentile,ensemble_score,investment_tier,molecule_id,molecule,manufacturer,country,sector,revenue_growth_%,revenue_growth,market_size_$M,competition_count,market_share_%,volatility,is_new_entry,is_exit,is_inactive,has_partial_presence,opportunity_score,risk_score,confidence_level,ml_classification,market_segment,key_drivers,risks,entry_strategy
101.0,48.97959183673469,47.66352264831879,Avoid,KRKA_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,KRKA,VIETNAM,HOSPITAL,-100.0,-100.0,0.0,19,0.0,0.707,False,False,False,False,2.8,31.1,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
102.0,48.46938775510204,47.62696053387268,Avoid,KRKA_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,KRKA,VIETNAM,RETAIL,-100.0,-100.0,0.0,19,0.0,0.707,False,False,False,False,1.9,28.3,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
103.0,47.95918367346938,47.604945875444216,Avoid,AN THIEN_A.T PHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,AN THIEN_A.T PHARM,VIETNAM,HOSPITAL,-97.5,-97.5,0.0,7,0.1,1.168,False,False,False,False,2.8,31.0,High,Medium,GROWTH,⚠️ Declining demand (-98%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 98% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
104.0,47.44897959183674,47.58466301782492,Avoid,KRKA_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,KRKA,VIETNAM,RETAIL,-100.0,-100.0,0.0,8,0.0,18.237,False,False,False,False,2.4,29.8,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (8 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
105.0,46.93877551020408,47.580746439547354,Avoid,KRKA_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,KRKA,VIETNAM,HOSPITAL,-100.0,-100.0,0.0,14,0.0,0.707,False,False,False,False,3.4,32.9,High,Medium,MATURE,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
106.0,46.42857142857143,47.56156151828665,Avoid,HERABIOPHARM_VALPROIC ACID_VIETNAM,VALPROIC ACID,HERABIOPHARM,VIETNAM,HOSPITAL,500.0,500.0,0.2,19,4.2,38.084,False,False,False,False,2.3,29.9,High,Medium,MATURE,🔥 Strong growth (500%) | 🎯 Niche market ($0.2M) | 🏢 Share: 4.2% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
107.0,45.91836734693878,47.29284431928453,Avoid,DAVI PHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,DAVI PHARM,VIETNAM,RETAIL,500.0,500.0,0.0,4,13.2,5.761,False,False,False,False,1.8,29.3,High,Medium,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 13.2% | ⚔️ Competitive (4 competitors) | 📉 Price pressure (-16.8%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,TENDER_STRATEGY
108.0,45.40816326530612,46.95181065703116,Avoid,SAVIPHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,SAVIPHARM,VIETNAM,RETAIL,,,0.1,7,3.5,608380532397281.8,False,False,False,False,1.7,30.0,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.1M) | 🏢 Share: 3.5% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
109.0,44.89795918367347,46.676464327375676,Avoid,DANAPHA (TW5)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,DANAPHA (TW5),VIETNAM,HOSPITAL,,,0.0,14,0.1,59807091552758.19,False,False,False,False,1.7,31.1,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
110.0,44.38775510204081,46.58128382795678,Avoid,BOSTON VN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOSTON VN,VIETNAM,RETAIL,408.3,408.3,0.0,19,0.8,4.794,False,False,False,False,1.7,31.3,High,Medium,GROWTH,🔥 Strong growth (408%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.8% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
111.0,43.87755102040816,46.57381212521627,Avoid,DRP INTER_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,DRP INTER,VIETNAM,RETAIL,-20.3,-20.3,0.0,19,0.5,2.361,False,False,False,False,1.7,31.3,High,Medium,GROWTH,⚠️ Declining demand (-20%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.5% | 🔀 Fragmented (19 competitors) | 📉 Price pressure (-11.1%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Market decline: losing 20% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
112.0,43.36734693877551,46.562522738516435,Avoid,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,RETAIL,-100.0,-100.0,0.0,19,0.0,0.707,False,False,False,False,1.7,31.4,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
113.0,42.857142857142854,46.555896294166544,Avoid,AN THIEN_A.T PHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,AN THIEN_A.T PHARM,VIETNAM,RETAIL,-52.4,-52.4,0.0,19,1.2,0.258,False,False,False,False,1.7,31.4,High,Medium,GROWTH,⚠️ Declining demand (-52%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.2% | 🔀 Fragmented (19 competitors) | 📉 Price pressure (-25.7%),Market decline: losing 52% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
114.0,42.3469387755102,46.48903670358922,Avoid,PHARMATHEN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,PHARMATHEN,VIETNAM,RETAIL,,,0.0,19,1.1,29019662299889.863,False,False,False,False,1.7,31.7,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.1% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
115.0,41.83673469387755,46.452151878083335,Avoid,NORMON_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,NORMON,VIETNAM,RETAIL,,,0.0,14,0.1,53725973234553.88,False,False,False,False,1.7,31.9,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
116.0,41.3265306122449,45.913791728362966,Avoid,SAVIPHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,SAVIPHARM,VIETNAM,HOSPITAL,500.0,500.0,0.0,14,0.1,14.16,False,False,False,False,2.0,34.4,High,Medium,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (14 competitors) | 📉 Price pressure (-26.7%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
117.0,40.816326530612244,45.794039302397024,Avoid,DAVI PHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,DAVI PHARM,VIETNAM,HOSPITAL,,,0.0,7,0.1,12190520907656.08,False,False,False,False,1.7,33.9,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
118.0,40.30612244897959,45.774404803471974,Avoid,TORRENT_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,TORRENT,VIETNAM,HOSPITAL,-100.0,-100.0,0.0,6,0.0,0.707,False,False,False,False,1.7,34.0,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (6 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
119.0,39.795918367346935,45.76014867787619,Avoid,DANAPHA (TW5)_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,DANAPHA (TW5),VIETNAM,RETAIL,-100.0,-100.0,0.0,6,0.0,0.707,False,False,False,False,1.7,34.1,High,Medium,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (6 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
120.0,39.285714285714285,45.646593790279056,Avoid,DANAPHA (TW5)_VALPROIC ACID_VIETNAM,VALPROIC ACID,DANAPHA (TW5),VIETNAM,RETAIL,19.6,19.6,0.3,7,6.3,0.131,False,False,False,False,11.1,9.0,High,Low,GROWTH,📊 Stable growth (20%) | 🎯 Niche market ($0.3M) | 🏢 Share: 6.3% | ⚔️ Competitive (7 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
121.0,38.775510204081634,45.627436996157705,Avoid,STELLAPHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,STELLAPHARM,VIETNAM,HOSPITAL,-55.7,-55.7,0.0,7,0.6,0.237,False,False,False,False,1.8,34.7,High,Medium,GROWTH,⚠️ Declining demand (-56%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.6% | ⚔️ Competitive (7 competitors),Market decline: losing 56% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
122.0,38.265306122448976,45.02834543600376,Avoid,VINPHACO-VINH PHUC_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,VINPHACO-VINH PHUC,VIETNAM,HOSPITAL,-20.8,-20.8,0.1,7,2.4,0.236,False,False,False,False,2.4,38.4,Medium,Medium,MATURE,⚠️ Declining demand (-21%) | 🎯 Niche market ($0.1M) | 🏢 Share: 2.4% | ⚔️ Competitive (7 competitors),Market decline: losing 21% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
123.0,37.755102040816325,44.79973109141808,Avoid,PHARMATHEN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,PHARMATHEN,VIETNAM,HOSPITAL,,,0.0,7,0.0,2220315292925.759,False,False,False,False,2.5,39.5,Medium,Medium,MATURE,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
124.0,37.244897959183675,44.76300356958936,Avoid,DRP INTER_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,DRP INTER,VIETNAM,HOSPITAL,,,0.0,19,0.0,9991418818165.916,False,False,False,False,2.5,39.6,Medium,Medium,MATURE,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
125.0,36.734693877551024,44.742862337543166,Avoid,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,HOSPITAL,143.3,143.3,0.0,6,4.1,0.085,False,False,False,False,2.5,39.7,Medium,Medium,MATURE,🔥 Strong growth (143%) | 🎯 Niche market ($0.0M) | 🏢 Share: 4.1% | ⚔️ Competitive (6 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
126.0,36.224489795918366,44.6082827008338,Avoid,ROCHE VNX_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE VNX,VIETNAM,RETAIL,199.3,199.3,0.0,19,1.2,1.073,False,False,False,False,1.7,38.0,High,Medium,GROWTH,🔥 Strong growth (199%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.2% | 🔀 Fragmented (19 competitors) | 📉 Price pressure (-11.7%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
127.0,35.714285714285715,43.38043381024668,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,HOSPITAL,,,0.0,5,0.3,20371746365984.434,False,False,False,False,8.3,19.0,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.3% | ⚔️ Competitive (5 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
128.0,35.204081632653065,42.47216784426748,Avoid,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,HOSPITAL,500.0,500.0,0.0,4,53.7,10.003,False,False,False,False,3.4,50.0,Low,Medium,MATURE,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 53.7% | ⚔️ Competitive (4 competitors) | 💵 Pricing power (+13.4%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
129.0,34.69387755102041,42.193121487914205,Avoid,JANSSEN-CILAG_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-CILAG,VIETNAM,RETAIL,3.0,3.0,0.0,2,17.4,0.39,False,False,False,False,5.5,15.9,High,Low,GROWTH,📊 Stable growth (3%) | 🎯 Niche market ($0.0M) | 🏢 Share: 17.4% | 🛡️ Concentrated (2 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
130.0,34.183673469387756,41.90427773765188,Avoid,Y.A.C PHARMA_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,Y.A.C PHARMA,VIETNAM,HOSPITAL,-51.6,-51.6,0.0,4,18.1,0.174,False,False,False,False,2.7,12.8,High,Low,GROWTH,⚠️ Declining demand (-52%) | 🎯 Niche market ($0.0M) | 🏢 Share: 18.1% | ⚔️ Competitive (4 competitors) | 💵 Pricing power (+29.7%),Generic erosion pressure: price decline with volume expansion | Market decline: losing 52% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
131.0,33.6734693877551,41.796817693373356,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,RETAIL,-5.7,-5.7,0.0,14,0.3,0.305,False,False,False,False,1.7,47.2,High,Medium,GROWTH,📊 Stable growth (-6%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.3% | ⚔️ Competitive (14 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
132.0,33.16326530612245,41.175064561396525,Avoid,GSK_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,GSK,VIETNAM,RETAIL,,,0.0,14,0.0,0.0,False,False,False,False,7.6,20.7,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
133.0,32.6530612244898,41.02352699516332,Avoid,SUN PHARMA_TOPIRAMATE_VIETNAM,TOPIRAMATE,SUN PHARMA,VIETNAM,HOSPITAL,356.2,356.2,0.1,14,0.8,0.408,False,False,False,False,2.8,15.8,High,Low,GROWTH,🔥 Strong growth (356%) | 🎯 Niche market ($0.1M) | 🏢 Share: 0.8% | ⚔️ Competitive (14 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
134.0,32.142857142857146,40.966638655304024,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,RETAIL,-83.6,-83.6,0.0,14,0.0,0.854,False,False,False,False,3.5,17.5,High,Low,GROWTH,⚠️ Declining demand (-84%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 84% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
135.0,31.63265306122449,39.48272937642095,Avoid,JUBILANT GENERICS_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,JUBILANT GENERICS,VIETNAM,HOSPITAL,-100.0,-100.0,0.0,5,0.0,0.707,False,False,False,False,3.3,21.5,High,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (5 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
136.0,31.122448979591837,38.23378568827858,Avoid,NOVARTIS PHARMA_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,,,0.0,19,0.0,1364716087690.744,False,False,False,False,7.4,22.3,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
137.0,30.612244897959183,37.72158192673426,Avoid,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,-100.0,-100.0,0.0,19,0.0,0.707,False,False,False,False,4.4,19.1,High,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
138.0,30.102040816326532,37.099579921870784,Avoid,SANOFI VNX_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,SANOFI VNX,VIETNAM,RETAIL,-100.0,-100.0,0.0,19,0.0,1.045,False,False,False,False,2.5,28.7,High,Low,GROWTH,⚠️ Declining demand (-100%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | 🔀 Fragmented (19 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 100% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
139.0,29.591836734693878,35.94967358645262,Avoid,DANAPHA (TW5)_VALPROIC ACID_VIETNAM,VALPROIC ACID,DANAPHA (TW5),VIETNAM,HOSPITAL,500.0,500.0,0.0,5,0.0,2.022,False,False,False,False,1.1,16.9,High,Low,GROWTH,🔥 Strong growth (500%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (5 competitors) | 💵 Pricing power (+48.6%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
140.0,29.081632653061224,35.04668263778525,Avoid,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,RETAIL,,,0.0,8,1.1,5494219689805.066,False,False,False,False,1.1,15.3,High,Low,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 1.1% | ⚔️ Competitive (8 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
141.0,28.57142857142857,34.65663228192491,Avoid,OPV_BACOPA MONIERI!CALCIUM!CITICOLINE!FISH!FOLIC ACID!GINKGO BILOBA!MAGNESIUM!UBIDECARENONE_VIETNAM,BACOPA MONIERI!CALCIUM!CITICOLINE!FISH!FOLIC ACID!GINKGO BILOBA!MAGNESIUM!UBIDECARENONE,OPV,VIETNAM,HOSPITAL,,,0.0,8,0.0,11242997820866.627,False,False,False,False,1.7,41.1,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (8 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
142.0,28.061224489795915,34.38196462586184,Avoid,NOVARTIS PHARMA_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,NOVARTIS PHARMA,VIETNAM,HOSPITAL,-5.8,-5.8,0.0,14,0.0,38.879,False,False,False,False,3.2,21.1,High,Low,GROWTH,📊 Stable growth (-6%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (14 competitors) | 📉 Price pressure (-35.0%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
143.0,27.55102040816326,34.03133711890992,Avoid,SANOFI VNX_VIGABATRIN_VIETNAM,VIGABATRIN,SANOFI VNX,VIETNAM,RETAIL,,,0.0,7,0.0,5154808434849.932,False,False,False,False,1.7,43.3,High,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.0% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
144.0,27.040816326530614,33.7292663815848,Avoid,SANOFI_VALPROIC ACID_VIETNAM,VALPROIC ACID,SANOFI,VIETNAM,RETAIL,80.0,80.0,0.0,1,20.7,1.621,False,False,False,False,1.9,11.4,High,Low,GROWTH,🔥 Strong growth (80%) | 🎯 Niche market ($0.0M) | 🏢 Share: 20.7% | 🛡️ Concentrated (1 competitors) | 📉 Price pressure (-16.4%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
145.0,26.53061224489796,33.709194075315324,Avoid,GSK_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,GSK,VIETNAM,HOSPITAL,51.8,51.8,0.1,1,39.9,0.773,False,False,False,False,1.3,11.8,High,Low,GROWTH,🔥 Strong growth (52%) | 🎯 Niche market ($0.1M) | 🏢 Share: 39.9% | 🛡️ Concentrated (1 competitors) | 📉 Price pressure (-17.8%) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
146.0,26.02040816326531,33.52216862776235,Avoid,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,-63.8,-63.8,0.0,1,0.5,0.238,False,False,False,False,2.7,20.1,High,Low,GROWTH,⚠️ Declining demand (-64%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.5% | 🛡️ Concentrated (1 competitors),Market decline: losing 64% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
147.0,25.510204081632654,32.38155605582365,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,HOSPITAL,,,0.0,7,0.1,9588367952889.584,False,False,False,False,1.9,49.4,Medium,Medium,GROWTH,📊 Stable growth (0%) | 🎯 Niche market ($0.0M) | 🏢 Share: 0.1% | ⚔️ Competitive (7 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
148.0,25.0,31.759632384930782,Avoid,ZYDUS CADILA_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,ZYDUS CADILA,VIETNAM,HOSPITAL,-16.1,-16.1,0.0,5,17.1,0.441,False,False,False,False,1.1,13.5,High,Low,GROWTH,⚠️ Declining demand (-16%) | 🎯 Niche market ($0.0M) | 🏢 Share: 17.1% | ⚔️ Competitive (5 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
149.0,24.489795918367346,30.675269236018316,Avoid,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,HOSPITAL,45.5,45.5,0.1,5,55.8,0.518,False,False,False,False,6.5,30.1,High,Low,GROWTH,📊 Stable growth (46%) | 🎯 Niche market ($0.1M) | 🏢 Share: 55.8% | ⚔️ Competitive (5 competitors) | ⚡ High volatility,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
