rank,percentile,ensemble_score,investment_tier,molecule_id,molecule,manufacturer,country,sector,revenue_growth_%,revenue_growth,market_size_$M,competition_count,market_share_%,volatility,opportunity_score,risk_score,confidence_level,ml_classification,market_segment,key_drivers,risks,entry_strategy
116.0,41.3265306122449,41.25845542428594,Moderate,SUN PHARMA_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,SUN PHARMA,VIETNAM,HOSPITAL,500.0,500.0,0.0,14,31.1,14.16,6.7,37.5,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors) | Price erosion (-26.7%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
117.0,40.816326530612244,41.08720918066378,Avoid,Y.A.C PHARMA_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,Y.A.C PHARMA,VIETNAM,HOSPITAL,0.0,0.0,0.0,7,5.4,0.0,5.4,28.5,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (5.4%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
118.0,40.30612244897959,40.666142676773696,Avoid,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,HOSPITAL,0.0,0.0,0.0,6,3.5,0.0,13.5,38.6,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (3.5%) | Competitive market (6 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
119.0,39.795918367346935,40.55512900555383,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,HOSPITAL,0.0,0.0,0.0,6,3.5,0.0,7.2,37.6,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (3.5%) | Competitive market (6 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
120.0,39.285714285714285,40.470958052214144,Avoid,KHAPHARCO_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,KHAPHARCO,VIETNAM,HOSPITAL,19.6,19.6,0.3,7,15.3,0.131,15.1,40.7,High,Low,MATURE,Stable-to-moderate growth (20%) | Niche market ($0.3M) | Share position (15.3%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
121.0,38.775510204081634,40.40141796867195,Avoid,PHARMATHEN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,PHARMATHEN,VIETNAM,HOSPITAL,-55.7,-55.7,0.0,7,15.3,0.237,10.6,37.5,High,Low,MATURE,Declining demand (-56%) | Niche market ($0.0M) | Share position (15.3%) | Competitive market (7 competitors),Market decline: losing 56% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
122.0,38.265306122448976,40.14703200335208,Avoid,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,HOSPITAL,-20.8,-20.8,0.1,7,15.3,0.236,10.3,38.5,High,Low,MATURE,Declining demand (-21%) | Niche market ($0.1M) | Share position (15.3%) | Competitive market (7 competitors),Market decline: losing 21% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
123.0,37.755102040816325,40.09586135283374,Avoid,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,HOSPITAL,0.0,0.0,0.0,7,15.3,0.0,7.8,37.5,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (15.3%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
124.0,37.244897959183675,39.93186098435099,Avoid,BOSTON VN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOSTON VN,VIETNAM,HOSPITAL,0.0,0.0,0.0,19,17.8,0.0,10.5,37.5,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
125.0,36.734693877551024,39.56470898560664,Moderate,NORMON_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,NORMON,VIETNAM,RETAIL,143.3,143.3,0.0,6,3.5,0.085,8.6,36.9,High,Low,MATURE,Strong growth (143%) | Niche market ($0.0M) | Share position (3.5%) | Competitive market (6 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
126.0,36.224489795918366,39.55486448351238,Moderate,PHARMATHEN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,PHARMATHEN,VIETNAM,RETAIL,199.3,199.3,0.0,19,17.8,1.073,8.6,36.9,High,Low,MATURE,Strong growth (199%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | Price erosion (-11.7%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
127.0,35.714285714285715,39.530226813034474,Avoid,BOSTON VN_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOSTON VN,VIETNAM,RETAIL,0.0,0.0,0.0,5,6.0,0.0,8.6,36.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (6.0%) | Competitive market (5 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
128.0,35.204081632653065,39.523677395810964,Moderate,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,HOSPITAL,500.0,500.0,0.0,4,0.7,10.003,7.7,37.5,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (0.7%) | Competitive market (4 competitors) | Pricing power (13.4% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
129.0,34.69387755102041,39.51844962308877,Avoid,DRP INTER_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,DRP INTER,VIETNAM,HOSPITAL,3.0,3.0,0.0,2,0.3,0.39,7.7,37.5,High,Low,MATURE,Stable-to-moderate growth (3%) | Niche market ($0.0M) | Share position (0.3%) | Concentrated market (2 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
130.0,34.183673469387756,39.44937238785458,Avoid,VINPHACO-VINH PHUC_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,VINPHACO-VINH PHUC,VIETNAM,HOSPITAL,-51.6,-51.6,0.0,4,0.7,0.174,7.7,37.5,High,Low,MATURE,Declining demand (-52%) | Niche market ($0.0M) | Share position (0.7%) | Competitive market (4 competitors) | Pricing power (29.7% growth),Generic erosion pressure: price decline with volume expansion | Market decline: losing 52% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
131.0,33.6734693877551,39.216384963741746,Avoid,SAVIPHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,SAVIPHARM,VIETNAM,HOSPITAL,-5.7,-5.7,0.0,14,31.1,0.305,7.6,37.5,High,Low,MATURE,Stable-to-moderate growth (-6%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
132.0,33.16326530612245,39.01357277654013,Avoid,JANSSEN-CILAG_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-CILAG,VIETNAM,RETAIL,47.2,47.2,0.0,14,31.1,0.422,4.4,35.9,High,Low,MATURE,Stable-to-moderate growth (47%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors) | Pricing power (47.2% growth),Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
133.0,32.6530612244898,38.97971694994882,High Potential,SUN PHARMA_TOPIRAMATE_VIETNAM,TOPIRAMATE,SUN PHARMA,VIETNAM,HOSPITAL,356.2,356.2,0.1,14,31.1,0.408,6.1,36.4,High,Low,MATURE,Strong growth (356%) | Niche market ($0.1M) | Share position (31.1%) | Competitive market (14 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
134.0,32.142857142857146,38.86347870860706,Avoid,SAVIPHARM_TOPIRAMATE_VIETNAM,TOPIRAMATE,SAVIPHARM,VIETNAM,RETAIL,-83.6,-83.6,0.0,14,31.1,0.854,5.4,35.8,High,Low,MATURE,Declining demand (-84%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 84% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
135.0,31.63265306122449,38.54319581172264,Avoid,AN THIEN_A.T PHARM_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,AN THIEN_A.T PHARM,VIETNAM,RETAIL,0.0,0.0,0.0,5,4.1,0.0,5.4,36.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (4.1%) | Competitive market (5 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
136.0,31.122448979591837,38.541425548846135,Avoid,EVERTOGEN_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,EVERTOGEN,VIETNAM,RETAIL,0.0,0.0,0.0,19,17.8,0.0,5.4,36.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
137.0,30.612244897959183,38.53840929471935,Avoid,DRP INTER_CARBIDOPA!LEVODOPA_VIETNAM,CARBIDOPA!LEVODOPA,DRP INTER,VIETNAM,RETAIL,0.0,0.0,0.0,19,17.8,0.0,5.4,36.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
138.0,30.102040816326532,38.47280389573351,Moderate,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,RETAIL,47.8,47.8,0.0,19,17.8,0.338,4.5,36.9,High,Low,MATURE,Stable-to-moderate growth (48%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
139.0,29.591836734693878,38.38146557394903,Moderate,JANSSEN-CILAG_TOPIRAMATE_VIETNAM,TOPIRAMATE,JANSSEN-CILAG,VIETNAM,RETAIL,500.0,500.0,0.0,5,6.0,2.022,2.6,35.9,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (6.0%) | Competitive market (5 competitors) | Pricing power (48.6% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
140.0,29.081632653061224,38.13557458191293,Moderate,PYMEPHARCO_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,PYMEPHARCO,VIETNAM,RETAIL,500.0,500.0,0.0,8,5.5,14.408,5.1,37.9,High,Low,MATURE,Strong growth (500%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
141.0,28.57142857142857,38.02393638417304,Avoid,APOTEX INC._CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,APOTEX INC.,VIETNAM,RETAIL,-73.8,-73.8,0.0,8,5.5,0.522,4.7,37.9,High,Low,MATURE,Declining demand (-74%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors) | Pricing power (10.6% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 74% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
142.0,28.061224489795915,38.023820924162564,Avoid,S.C.ARENA GROUP_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,S.C.ARENA GROUP,VIETNAM,RETAIL,-5.8,-5.8,0.0,14,31.1,38.879,4.7,37.9,High,Low,MATURE,Stable-to-moderate growth (-6%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors) | Price erosion (-35.0%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,MONITOR
143.0,27.55102040816326,37.97123061173838,Avoid,DANAPHA (TW5)_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,DANAPHA (TW5),VIETNAM,RETAIL,0.0,0.0,0.0,7,5.4,0.0,5.5,38.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (5.4%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
144.0,27.040816326530614,37.76473811028171,Moderate,DAVI PHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,DAVI PHARM,VIETNAM,RETAIL,80.0,80.0,0.0,1,2.8,1.621,4.9,38.9,High,Low,MATURE,Strong growth (80%) | Niche market ($0.0M) | Share position (2.8%) | Concentrated market (1 competitors) | Price erosion (-16.4%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
145.0,26.53061224489796,37.7466595042421,Avoid,SUN PHARMA_TOPIRAMATE_VIETNAM,TOPIRAMATE,SUN PHARMA,VIETNAM,HOSPITAL,51.8,51.8,0.1,1,2.8,0.773,2.5,36.4,High,Low,MATURE,Strong growth (52%) | Niche market ($0.1M) | Share position (2.8%) | Concentrated market (1 competitors) | Price erosion (-17.8%) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
146.0,26.02040816326531,37.331659045307916,Avoid,INCEPTA PHARMA_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,INCEPTA PHARMA,VIETNAM,HOSPITAL,-63.8,-63.8,0.0,1,2.8,0.238,5.0,40.6,High,Low,MATURE,Declining demand (-64%) | Niche market ($0.0M) | Share position (2.8%) | Concentrated market (1 competitors),Market decline: losing 64% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
147.0,25.510204081632654,37.248986996819696,Avoid,STELLAPHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,STELLAPHARM,VIETNAM,HOSPITAL,0.0,0.0,0.0,7,5.4,0.0,3.7,39.5,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (5.4%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
148.0,25.0,37.20695311680093,Avoid,TORRENT_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,TORRENT,VIETNAM,HOSPITAL,-16.1,-16.1,0.0,5,4.1,0.441,3.7,39.5,High,Low,MATURE,Declining demand (-16%) | Niche market ($0.0M) | Share position (4.1%) | Competitive market (5 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
149.0,24.489795918367346,37.203171988121866,Avoid,DAVI PHARM_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,DAVI PHARM,VIETNAM,HOSPITAL,45.5,45.5,0.1,5,4.1,0.518,3.7,39.5,High,Low,MATURE,Stable-to-moderate growth (46%) | Niche market ($0.1M) | Share position (4.1%) | Competitive market (5 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
150.0,23.97959183673469,37.12236494082488,Moderate,ROCHE VNX_BENSERAZIDE!LEVODOPA_VIETNAM,BENSERAZIDE!LEVODOPA,ROCHE VNX,VIETNAM,RETAIL,157.0,157.0,0.0,19,17.8,0.369,5.6,41.8,High,Low,MATURE,Strong growth (157%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
151.0,23.46938775510204,36.956631983861115,Avoid,GSK_LAMOTRIGINE_VIETNAM,LAMOTRIGINE,GSK,VIETNAM,RETAIL,1.5,1.5,0.5,19,17.8,0.057,1.8,39.0,High,Low,MATURE,Stable-to-moderate growth (1%) | Niche market ($0.5M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
152.0,22.95918367346939,36.878128152939944,Avoid,DANAPHA (TW5)_PHENOBARBITAL_VIETNAM,PHENOBARBITAL,DANAPHA (TW5),VIETNAM,HOSPITAL,5.0,5.0,0.0,19,17.8,0.122,3.6,40.5,High,Low,MATURE,Stable-to-moderate growth (5%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | Price erosion (-11.1%),Limited market size: constrained opportunity and thin liquidity,MONITOR
153.0,22.448979591836736,36.80924271492379,Avoid,DANAPHA (TW5)_PHENYTOIN_VIETNAM,PHENYTOIN,DANAPHA (TW5),VIETNAM,RETAIL,-68.5,-68.5,0.0,7,5.4,0.632,4.6,41.9,High,Low,MATURE,Declining demand (-69%) | Niche market ($0.0M) | Share position (5.4%) | Competitive market (7 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Market decline: losing 69% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
154.0,21.93877551020408,36.75040467399582,Moderate,JUBILANT GENERICS_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,JUBILANT GENERICS,VIETNAM,HOSPITAL,500.0,500.0,0.2,7,5.4,4.549,2.3,39.7,High,Low,MATURE,Strong growth (500%) | Niche market ($0.2M) | Share position (5.4%) | Competitive market (7 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
155.0,21.428571428571427,36.27009686634208,Moderate,ROCHE VNX_CLONAZEPAM_VIETNAM,CLONAZEPAM,ROCHE VNX,VIETNAM,RETAIL,141.6,141.6,0.0,19,17.8,0.595,3.7,42.7,High,Low,MATURE,Strong growth (142%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
156.0,20.918367346938776,36.240817045869434,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,RETAIL,0.0,0.0,0.0,14,31.1,0.0,3.6,42.7,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
157.0,20.408163265306122,36.229936034239856,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,RETAIL,-66.7,-66.7,0.0,8,5.5,0.322,3.6,42.7,High,Low,MATURE,Declining demand (-67%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors) | Pricing power (21.6% growth),Generic erosion pressure: price decline with volume expansion | Market decline: losing 67% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
158.0,19.897959183673468,36.22207593960927,Avoid,SERVIER_PIRIBEDIL_VIETNAM,PIRIBEDIL,SERVIER,VIETNAM,RETAIL,-91.1,-91.1,0.0,8,5.5,0.491,3.6,42.7,High,Low,MATURE,Declining demand (-91%) | Niche market ($0.0M) | Share position (5.5%) | Competitive market (8 competitors) | Pricing power (66.3% growth),Generic erosion pressure: price decline with volume expansion | Market decline: losing 91% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
159.0,19.387755102040817,36.22157065864912,Avoid,SANOFI VNX_TRIHEXYPHENIDYL_VIETNAM,TRIHEXYPHENIDYL,SANOFI VNX,VIETNAM,RETAIL,-4.3,-4.3,0.1,8,5.5,0.214,0.9,39.9,High,Low,MATURE,Stable-to-moderate growth (-4%) | Niche market ($0.1M) | Share position (5.5%) | Competitive market (8 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
160.0,18.877551020408163,36.19156238930647,Avoid,NOVARTIS PHARMA_CARBIDOPA!ENTACAPONE!LEVODOPA_VIETNAM,CARBIDOPA!ENTACAPONE!LEVODOPA,NOVARTIS PHARMA,VIETNAM,HOSPITAL,-10.9,-10.9,0.1,8,5.5,0.276,3.6,43.3,High,Low,MATURE,Declining demand (-11%) | Niche market ($0.1M) | Share position (5.5%) | Competitive market (8 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
161.0,18.367346938775512,34.88768375229472,Moderate,MYUNG IN PHAM_VALPROIC ACID_VIETNAM,VALPROIC ACID,MYUNG IN PHAM,VIETNAM,RETAIL,283.5,283.5,0.0,7,15.3,2.004,6.3,30.9,High,Low,MATURE,Strong growth (283%) | Niche market ($0.0M) | Share position (15.3%) | Competitive market (7 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
162.0,17.857142857142858,34.44779354904652,Moderate,NOVARTIS PHARMA_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,385.3,385.3,0.1,7,15.3,2.725,1.7,39.1,High,Low,MATURE,Strong growth (385%) | Niche market ($0.1M) | Share position (15.3%) | Competitive market (7 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
163.0,17.346938775510203,34.02594532355759,Moderate,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,100.6,100.6,0.0,19,17.8,0.712,1.1,37.9,High,Low,MATURE,Strong growth (101%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
164.0,16.83673469387755,32.24032110287506,Moderate,DANAPHA (TW5)_VALPROIC ACID_VIETNAM,VALPROIC ACID,DANAPHA (TW5),VIETNAM,HOSPITAL,46.4,46.4,0.0,19,17.8,0.077,7.0,44.9,Medium,Low,MATURE,Stable-to-moderate growth (46%) | Niche market ($0.0M) | Share position (17.8%) | Fragmented market (19 competitors),Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
165.0,16.3265306122449,32.15209589613632,Moderate,GSK_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,GSK,VIETNAM,HOSPITAL,268.3,268.3,0.1,7,15.3,0.718,3.1,28.4,High,Low,MATURE,Strong growth (268%) | Niche market ($0.1M) | Share position (15.3%) | Competitive market (7 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,NICHE_PARTNERSHIP
166.0,15.816326530612246,31.94465504348137,Moderate,SANOFI_VALPROIC ACID_VIETNAM,VALPROIC ACID,SANOFI,VIETNAM,RETAIL,254.5,254.5,0.0,1,0.0,0.504,5.3,30.3,High,Low,MATURE,Strong growth (255%) | Niche market ($0.0M) | Share position (0.0%) | Concentrated market (1 competitors) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Limited market size: constrained opportunity and thin liquidity,DIFFERENTIATION
167.0,15.306122448979592,31.094855465848756,Avoid,NOVARTIS PHARMA_OXCARBAZEPINE_VIETNAM,OXCARBAZEPINE,NOVARTIS PHARMA,VIETNAM,HOSPITAL,0.0,0.0,0.0,14,31.1,0.0,1.1,39.6,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
168.0,14.795918367346939,30.8070013028603,Avoid,PYMEPHARCO_PHENYTOIN_VIETNAM,PHENYTOIN,PYMEPHARCO,VIETNAM,HOSPITAL,-39.2,-39.2,0.0,14,31.1,2.833,0.2,42.5,High,Low,MATURE,Declining demand (-39%) | Niche market ($0.0M) | Share position (31.1%) | Competitive market (14 competitors) | Pricing power (24.9% growth) | High volatility across MAT periods,High volatility: unstable MAT trajectory across periods | Generic erosion pressure: price decline with volume expansion | Market decline: losing 39% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
169.0,14.285714285714285,30.461731513093703,Avoid,NOVARTIS PHARMA_CARBAMAZEPINE_VIETNAM,CARBAMAZEPINE,NOVARTIS PHARMA,VIETNAM,RETAIL,0.0,0.0,0.0,7,15.3,0.0,0.8,37.9,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (15.3%) | Competitive market (7 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
170.0,13.77551020408163,29.94030202459021,Avoid,PYMEPHARCO_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,PYMEPHARCO,VIETNAM,HOSPITAL,-30.4,-30.4,0.1,6,3.5,0.025,2.9,28.0,High,Low,MATURE,Declining demand (-30%) | Niche market ($0.1M) | Share position (3.5%) | Competitive market (6 competitors),Market decline: losing 30% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
171.0,13.26530612244898,28.860954247337062,Avoid,ZYDUS CADILA_LEVETIRACETAM_VIETNAM,LEVETIRACETAM,ZYDUS CADILA,VIETNAM,HOSPITAL,-41.5,-41.5,0.0,6,3.5,0.008,3.0,34.4,High,Low,MATURE,Declining demand (-41%) | Niche market ($0.0M) | Share position (3.5%) | Competitive market (6 competitors),Market decline: losing 41% revenue | Limited market size: constrained opportunity and thin liquidity,MONITOR
172.0,12.755102040816327,28.01044483175852,Avoid,BOEH. INGEL_PRAMIPEXOLE_VIETNAM,PRAMIPEXOLE,BOEH. INGEL,VIETNAM,HOSPITAL,0.0,0.0,0.0,1,0.1,0.0,3.8,37.5,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (0.1%) | Concentrated market (1 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
173.0,12.244897959183673,27.55924671455419,Avoid,EISAI_PERAMPANEL_VIETNAM,PERAMPANEL,EISAI,VIETNAM,HOSPITAL,0.0,0.0,0.0,1,0.1,0.0,0.2,43.6,High,Low,MATURE,Stable-to-moderate growth (0%) | Niche market ($0.0M) | Share position (0.1%) | Concentrated market (1 competitors),Limited market size: constrained opportunity and thin liquidity,MONITOR
